date,run,ov,vgain,integrator,mask,width,intensity
16/10/2024,30283,"[2.5, 4.5]",2128,0,12,1,2000
16/10/2024,30285,"[2.5, 4.5]",2128,0,12,1,2200
16/10/2024,30288,"[3.0, 7.0]",2128,0,50,20,1400
16/10/2024,30290,"[3.0, 7.0]",2128,0,50,20,1800
16/10/2024,30291,"[3.0, 7.0]",2128,0,50,20,2200
16/10/2024,30292,"[3.0, 7.0]",2128,0,50,20,2800
16/10/2024,30293,"[3.0, 7.0]",2128,0,50,20,3400
16/10/2024,30294,"[3.0, 7.0]",2128,0,50,20,4000
16/10/2024,30295,"[3.0, 7.0]",2128,0,1,1,1400
16/10/2024,30296,"[3.0, 7.0]",2128,0,1,1,1500
16/10/2024,30297,"[3.0, 7.0]",2128,0,1,1,1600
16/10/2024,30298,"[3.0, 7.0]",2128,0,1,1,1800
16/10/2024,30299,"[3.0, 7.0]",2128,0,12,1,2000
16/10/2024,30300,"[3.0, 7.0]",2128,0,12,1,2200
16/10/2024,30301,"[2.0, 3.5]",1995,0,50,20,1400
16/10/2024,30302,"[2.0, 3.5]",1995,0,50,20,1800
16/10/2024,30303,"[2.0, 3.5]",1995,0,50,20,2200
16/10/2024,30304,"[2.0, 3.5]",1995,0,50,20,2800
16/10/2024,30305,"[2.0, 3.5]",1995,0,50,20,3400
16/10/2024,30306,"[2.0, 3.5]",1995,0,50,20,4000
16/10/2024,30307,"[2.0, 3.5]",1995,0,1,1,1400
16/10/2024,30308,"[2.0, 3.5]",1995,0,1,1,1500
16/10/2024,30309,"[2.0, 3.5]",1995,0,1,1,1600
16/10/2024,30310,"[2.0, 3.5]",1995,0,1,1,1800
16/10/2024,30311,"[2.0, 3.5]",1995,0,12,1,2000
16/10/2024,30312,"[2.0, 3.5]",1995,0,12,1,2200
16/10/2024,30313,"[2.5, 4.5]",1995,0,50,20,1400
16/10/2024,30314,"[2.5, 4.5]",1995,0,50,20,1800
16/10/2024,30315,"[2.5, 4.5]",1995,0,50,20,2200
16/10/2024,30316,"[2.5, 4.5]",1995,0,50,20,2800
16/10/2024,30317,"[2.5, 4.5]",1995,0,50,20,3400
16/10/2024,30318,"[2.5, 4.5]",1995,0,50,20,4000
16/10/2024,30319,"[2.5, 4.5]",1995,0,1,1,1400
16/10/2024,30320,"[2.5, 4.5]",1995,0,1,1,1500
16/10/2024,30321,"[2.5, 4.5]",1995,0,1,1,1600
16/10/2024,30322,"[2.5, 4.5]",1995,0,1,1,1800
16/10/2024,30323,"[2.5, 4.5]",1995,0,12,1,2000
16/10/2024,30324,"[2.5, 4.5]",1995,0,12,1,2200
16/10/2024,30325,"[3.0, 7.0]",1995,0,50,20,1400
16/10/2024,30326,"[3.0, 7.0]",1995,0,50,20,1800
16/10/2024,30327,"[3.0, 7.0]",1995,0,50,20,2200
16/10/2024,30328,"[3.0, 7.0]",1995,0,50,20,2800
16/10/2024,30331,"[3.0, 7.0]",1995,0,50,20,3400
16/10/2024,30333,"[3.0, 7.0]",1995,0,50,20,4000
16/10/2024,30335,"[3.0, 7.0]",1995,0,1,1,1400
16/10/2024,30337,"[3.0, 7.0]",1995,0,1,1,1500
16/10/2024,30339,"[3.0, 7.0]",1995,0,1,1,1600
16/10/2024,30342,"[3.0, 7.0]",1995,0,1,1,1800
16/10/2024,30344,"[3.0, 7.0]",1995,0,12,1,2000
16/10/2024,30346,"[3.0, 7.0]",1995,0,12,1,2200
16/10/2024,30348,"[2.0, 3.5]",1862,0,50,20,1400
16/10/2024,30350,"[2.0, 3.5]",1862,0,50,20,1800
16/10/2024,30352,"[2.0, 3.5]",1862,0,50,20,2200
16/10/2024,30355,"[2.0, 3.5]",1862,0,50,20,2800
16/10/2024,30357,"[2.0, 3.5]",1862,0,50,20,3400
16/10/2024,30359,"[2.0, 3.5]",1862,0,50,20,4000
16/10/2024,30361,"[2.0, 3.5]",1862,0,1,1,1400
16/10/2024,30363,"[2.0, 3.5]",1862,0,1,1,1500
16/10/2024,30366,"[2.0, 3.5]",1862,0,1,1,1600
16/10/2024,30368,"[2.0, 3.5]",1862,0,1,1,1800
16/10/2024,30370,"[2.0, 3.5]",1862,0,12,1,2000
16/10/2024,30372,"[2.0, 3.5]",1862,0,12,1,2200
16/10/2024,30375,"[2.5, 4.5]",1862,0,50,20,1400
16/10/2024,30377,"[2.5, 4.5]",1862,0,50,20,1800
16/10/2024,30379,"[2.5, 4.5]",1862,0,50,20,2200
16/10/2024,30381,"[2.5, 4.5]",1862,0,50,20,2800
16/10/2024,30384,"[2.5, 4.5]",1862,0,50,20,3400
16/10/2024,30386,"[2.5, 4.5]",1862,0,50,20,4000
16/10/2024,30388,"[2.5, 4.5]",1862,0,1,1,1400
16/10/2024,30390,"[2.5, 4.5]",1862,0,1,1,1500
16/10/2024,30392,"[2.5, 4.5]",1862,0,1,1,1600
16/10/2024,30395,"[2.5, 4.5]",1862,0,1,1,1800
16/10/2024,30397,"[2.5, 4.5]",1862,0,12,1,2000
16/10/2024,30399,"[2.5, 4.5]",1862,0,12,1,2200
16/10/2024,30401,"[3.0, 7.0]",1862,0,50,20,1400
16/10/2024,30403,"[3.0, 7.0]",1862,0,50,20,1800
16/10/2024,30406,"[3.0, 7.0]",1862,0,50,20,2200
16/10/2024,30408,"[3.0, 7.0]",1862,0,50,20,2800
16/10/2024,30410,"[3.0, 7.0]",1862,0,50,20,3400
17/10/2024,30412,"[3.0, 7.0]",1862,0,50,20,4000
17/10/2024,30415,"[3.0, 7.0]",1862,0,1,1,1400
17/10/2024,30417,"[3.0, 7.0]",1862,0,1,1,1500
17/10/2024,30419,"[3.0, 7.0]",1862,0,1,1,1600
17/10/2024,30422,"[3.0, 7.0]",1862,0,1,1,1800
17/10/2024,30424,"[3.0, 7.0]",1862,0,12,1,2000
17/10/2024,30427,"[3.0, 7.0]",1862,0,12,1,2200
17/10/2024,30429,"[2.0, 3.5]",1729,0,50,20,1400
17/10/2024,30431,"[2.0, 3.5]",1729,0,50,20,1800
17/10/2024,30433,"[2.0, 3.5]",1729,0,50,20,2200
17/10/2024,30436,"[2.0, 3.5]",1729,0,50,20,2800
17/10/2024,30438,"[2.0, 3.5]",1729,0,50,20,3400
17/10/2024,30440,"[2.0, 3.5]",1729,0,50,20,4000
17/10/2024,30442,"[2.0, 3.5]",1729,0,1,1,1400
17/10/2024,30444,"[2.0, 3.5]",1729,0,1,1,1500
17/10/2024,30447,"[2.0, 3.5]",1729,0,1,1,1600
17/10/2024,30449,"[2.0, 3.5]",1729,0,1,1,1800
17/10/2024,30451,"[2.0, 3.5]",1729,0,12,1,2000
17/10/2024,30453,"[2.0, 3.5]",1729,0,12,1,2200
17/10/2024,30456,"[2.5, 4.5]",1729,0,50,20,1400
17/10/2024,30458,"[2.5, 4.5]",1729,0,50,20,1800
17/10/2024,30460,"[2.5, 4.5]",1729,0,50,20,2200
17/10/2024,30462,"[2.5, 4.5]",1729,0,50,20,2800
17/10/2024,30465,"[2.5, 4.5]",1729,0,50,20,3400
17/10/2024,30467,"[2.5, 4.5]",1729,0,50,20,4000
17/10/2024,30469,"[2.5, 4.5]",1729,0,1,1,1400
17/10/2024,30471,"[2.5, 4.5]",1729,0,1,1,1500
17/10/2024,30473,"[2.5, 4.5]",1729,0,1,1,1600
17/10/2024,30476,"[2.5, 4.5]",1729,0,1,1,1800
17/10/2024,30478,"[2.5, 4.5]",1729,0,12,1,2000
17/10/2024,30480,"[2.5, 4.5]",1729,0,12,1,2200
17/10/2024,30482,"[3.0, 7.0]",1729,0,50,20,1400
17/10/2024,30485,"[3.0, 7.0]",1729,0,50,20,1800
17/10/2024,30487,"[3.0, 7.0]",1729,0,50,20,2200
17/10/2024,30489,"[3.0, 7.0]",1729,0,50,20,2800
17/10/2024,30491,"[3.0, 7.0]",1729,0,50,20,3400
17/10/2024,30493,"[3.0, 7.0]",1729,0,50,20,4000
17/10/2024,30496,"[3.0, 7.0]",1729,0,1,1,1400
17/10/2024,30498,"[3.0, 7.0]",1729,0,1,1,1500
17/10/2024,30500,"[3.0, 7.0]",1729,0,1,1,1600
17/10/2024,30502,"[3.0, 7.0]",1729,0,1,1,1800
17/10/2024,30504,"[3.0, 7.0]",1729,0,12,1,2000
17/10/2024,30508,"[3.0, 7.0]",1729,0,12,1,2200
17/10/2024,30510,"[2.0, 3.5]",1596,0,50,20,1400
17/10/2024,30512,"[2.0, 3.5]",1596,0,50,20,1800
17/10/2024,30514,"[2.0, 3.5]",1596,0,50,20,2200
17/10/2024,30517,"[2.0, 3.5]",1596,0,50,20,2800
17/10/2024,30519,"[2.0, 3.5]",1596,0,50,20,3400
17/10/2024,30521,"[2.0, 3.5]",1596,0,50,20,4000
17/10/2024,30523,"[2.0, 3.5]",1596,0,1,1,1400
17/10/2024,30525,"[2.0, 3.5]",1596,0,1,1,1500
17/10/2024,30528,"[2.0, 3.5]",1596,0,1,1,1600
17/10/2024,30530,"[2.0, 3.5]",1596,0,1,1,1800
17/10/2024,30532,"[2.0, 3.5]",1596,0,12,1,2000
17/10/2024,30534,"[2.0, 3.5]",1596,0,12,1,2200
17/10/2024,30536,"[2.5, 4.5]",1596,0,50,20,1400
17/10/2024,30539,"[2.5, 4.5]",1596,0,50,20,1800
17/10/2024,30541,"[2.5, 4.5]",1596,0,50,20,2200
17/10/2024,30543,"[2.5, 4.5]",1596,0,50,20,2800
17/10/2024,30545,"[2.5, 4.5]",1596,0,50,20,3400
17/10/2024,30547,"[2.5, 4.5]",1596,0,50,20,4000
17/10/2024,30550,"[2.5, 4.5]",1596,0,1,1,1400
17/10/2024,30552,"[2.5, 4.5]",1596,0,1,1,1500
17/10/2024,30554,"[2.5, 4.5]",1596,0,1,1,1600
17/10/2024,30556,"[2.5, 4.5]",1596,0,1,1,1800
17/10/2024,30558,"[2.5, 4.5]",1596,0,12,1,2000
17/10/2024,30561,"[2.5, 4.5]",1596,0,12,1,2200
17/10/2024,30563,"[3.0, 7.0]",1596,0,50,20,1400
17/10/2024,30565,"[3.0, 7.0]",1596,0,50,20,1800
17/10/2024,30567,"[3.0, 7.0]",1596,0,50,20,2200
17/10/2024,30570,"[3.0, 7.0]",1596,0,50,20,2800
17/10/2024,30572,"[3.0, 7.0]",1596,0,50,20,3400
17/10/2024,30574,"[3.0, 7.0]",1596,0,50,20,4000
17/10/2024,30576,"[3.0, 7.0]",1596,0,1,1,1400
17/10/2024,30579,"[3.0, 7.0]",1596,0,1,1,1500
17/10/2024,30582,"[3.0, 7.0]",1596,0,1,1,1600
17/10/2024,30584,"[3.0, 7.0]",1596,0,1,1,1800
17/10/2024,30586,"[3.0, 7.0]",1596,0,12,1,2000
17/10/2024,30588,"[3.0, 7.0]",1596,0,12,1,2200
17/10/2024,30591,"[2.0, 3.5]",1463,0,50,20,1400
17/10/2024,30593,"[2.0, 3.5]",1463,0,50,20,1800
17/10/2024,30595,"[2.0, 3.5]",1463,0,50,20,2200
17/10/2024,30597,"[2.0, 3.5]",1463,0,50,20,2800
17/10/2024,30599,"[2.0, 3.5]",1463,0,50,20,3400
17/10/2024,30602,"[2.0, 3.5]",1463,0,50,20,4000
17/10/2024,30604,"[2.0, 3.5]",1463,0,1,1,1400
17/10/2024,30606,"[2.0, 3.5]",1463,0,1,1,1500
17/10/2024,30608,"[2.0, 3.5]",1463,0,1,1,1600
17/10/2024,30611,"[2.0, 3.5]",1463,0,1,1,1800
17/10/2024,30614,"[2.0, 3.5]",1463,0,12,1,2000
17/10/2024,30616,"[2.0, 3.5]",1463,0,12,1,2200
17/10/2024,30618,"[2.5, 4.5]",1463,0,50,20,1400
17/10/2024,30620,"[2.5, 4.5]",1463,0,50,20,1800
17/10/2024,30623,"[2.5, 4.5]",1463,0,50,20,2200
17/10/2024,30625,"[2.5, 4.5]",1463,0,50,20,2800
17/10/2024,30627,"[2.5, 4.5]",1463,0,50,20,3400
17/10/2024,30629,"[2.5, 4.5]",1463,0,50,20,4000
17/10/2024,30631,"[2.5, 4.5]",1463,0,1,1,1400
17/10/2024,30634,"[2.5, 4.5]",1463,0,1,1,1500
17/10/2024,30636,"[2.5, 4.5]",1463,0,1,1,1600
17/10/2024,30638,"[2.5, 4.5]",1463,0,1,1,1800
17/10/2024,30640,"[2.5, 4.5]",1463,0,12,1,2000
17/10/2024,30642,"[2.5, 4.5]",1463,0,12,1,2200
17/10/2024,30645,"[3.0, 7.0]",1463,0,50,20,1400
17/10/2024,30647,"[3.0, 7.0]",1463,0,50,20,1800
17/10/2024,30649,"[3.0, 7.0]",1463,0,50,20,2200
17/10/2024,30651,"[3.0, 7.0]",1463,0,50,20,2800
17/10/2024,30656,"[3.0, 7.0]",1463,0,50,20,4000
17/10/2024,30658,"[3.0, 7.0]",1463,0,1,1,1400
17/10/2024,30662,"[3.0, 7.0]",1463,0,1,1,1500
17/10/2024,30664,"[3.0, 7.0]",1463,0,1,1,1600
17/10/2024,30666,"[3.0, 7.0]",1463,0,1,1,1800
17/10/2024,30668,"[3.0, 7.0]",1463,0,12,1,2000
17/10/2024,30670,"[3.0, 7.0]",1463,0,12,1,2200
17/10/2024,30673,"[2.0, 3.5]",1330,0,50,20,1400
17/10/2024,30675,"[2.0, 3.5]",1330,0,50,20,1800
17/10/2024,30677,"[2.0, 3.5]",1330,0,50,20,2200
17/10/2024,30379,"[2.0, 3.5]",1330,0,50,20,2800
17/10/2024,30682,"[2.0, 3.5]",1330,0,50,20,3400
17/10/2024,30684,"[2.0, 3.5]",1330,0,50,20,4000
17/10/2024,30686,"[2.0, 3.5]",1330,0,1,1,1400
17/10/2024,30688,"[2.0, 3.5]",1330,0,1,1,1500
17/10/2024,30691,"[2.0, 3.5]",1330,0,1,1,1600
17/10/2024,30694,"[2.0, 3.5]",1330,0,1,1,1800
17/10/2024,30696,"[2.0, 3.5]",1330,0,12,1,2000
17/10/2024,30698,"[2.0, 3.5]",1330,0,12,1,2200
17/10/2024,30700,"[2.5, 4.5]",1330,0,50,20,1400
17/10/2024,30703,"[2.5, 4.5]",1330,0,50,20,1800
17/10/2024,30705,"[2.5, 4.5]",1330,0,50,20,2200
17/10/2024,30707,"[2.5, 4.5]",1330,0,50,20,2800
17/10/2024,30709,"[2.5, 4.5]",1330,0,50,20,3400
17/10/2024,30711,"[2.5, 4.5]",1330,0,50,20,4000
17/10/2024,30714,"[2.5, 4.5]",1330,0,1,1,1400
17/10/2024,30716,"[2.5, 4.5]",1330,0,1,1,1500
17/10/2024,30718,"[2.5, 4.5]",1330,0,1,1,1600
17/10/2024,30720,"[2.5, 4.5]",1330,0,1,1,1800
17/10/2024,30722,"[2.5, 4.5]",1330,0,12,1,2000
17/10/2024,30724,"[2.5, 4.5]",1330,0,12,1,2200
17/10/2024,30727,"[3.0, 7.0]",1330,0,50,20,1400
17/10/2024,30729,"[3.0, 7.0]",1330,0,50,20,1800
17/10/2024,30731,"[3.0, 7.0]",1330,0,50,20,2200
17/10/2024,30733,"[3.0, 7.0]",1330,0,50,20,2800
17/10/2024,30736,"[3.0, 7.0]",1330,0,50,20,3400
17/10/2024,30738,"[3.0, 7.0]",1330,0,50,20,4000
17/10/2024,30740,"[3.0, 7.0]",1330,0,1,1,1400
17/10/2024,30742,"[3.0, 7.0]",1330,0,1,1,1500
17/10/2024,30744,"[3.0, 7.0]",1330,0,1,1,1600
17/10/2024,30747,"[3.0, 7.0]",1330,0,1,1,1800
17/10/2024,30749,"[3.0, 7.0]",1330,0,12,1,2000
17/10/2024,30752,"[3.0, 7.0]",1330,0,12,1,2200
17/10/2024,30754,"[2.0, 3.5]",1197,0,50,20,1400
17/10/2024,30756,"[2.0, 3.5]",1197,0,50,20,1800
17/10/2024,30759,"[2.0, 3.5]",1197,0,50,20,2200
17/10/2024,30761,"[2.0, 3.5]",1197,0,50,20,2800
17/10/2024,30763,"[2.0, 3.5]",1197,0,50,20,3400
17/10/2024,30765,"[2.0, 3.5]",1197,0,50,20,4000
17/10/2024,30758,"[2.0, 3.5]",1197,0,1,1,1400
17/10/2024,30770,"[2.0, 3.5]",1197,0,1,1,1500
17/10/2024,30772,"[2.0, 3.5]",1197,0,1,1,1600
17/10/2024,30774,"[2.0, 3.5]",1197,0,1,1,1800
17/10/2024,30776,"[2.0, 3.5]",1197,0,12,1,2000
17/10/2024,30779,"[2.0, 3.5]",1197,0,12,1,2200
17/10/2024,30781,"[2.5, 4.5]",1197,0,50,20,1400
17/10/2024,30783,"[2.5, 4.5]",1197,0,50,20,1800
17/10/2024,30785,"[2.5, 4.5]",1197,0,50,20,2200
17/10/2024,30787,"[2.5, 4.5]",1197,0,50,20,2800
17/10/2024,30790,"[2.5, 4.5]",1197,0,50,20,3400
17/10/2024,30792,"[2.5, 4.5]",1197,0,50,20,4000
17/10/2024,30794,"[2.5, 4.5]",1197,0,1,1,1400
17/10/2024,30796,"[2.5, 4.5]",1197,0,1,1,1500
17/10/2024,30798,"[2.5, 4.5]",1197,0,1,1,1600
17/10/2024,30801,"[2.5, 4.5]",1197,0,1,1,1800
17/10/2024,30803,"[2.5, 4.5]",1197,0,12,1,2000
17/10/2024,30805,"[2.5, 4.5]",1197,0,12,1,2200
17/10/2024,30807,"[3.0, 7.0]",1197,0,50,20,1400
17/10/2024,30810,"[3.0, 7.0]",1197,0,50,20,1800
17/10/2024,30812,"[3.0, 7.0]",1197,0,50,20,2200
17/10/2024,30814,"[3.0, 7.0]",1197,0,50,20,2800
17/10/2024,30816,"[3.0, 7.0]",1197,0,50,20,3400
17/10/2024,30818,"[3.0, 7.0]",1197,0,50,20,4000
17/10/2024,30821,"[3.0, 7.0]",1197,0,1,1,1400
17/10/2024,30823,"[3.0, 7.0]",1197,0,1,1,1500
17/10/2024,30825,"[3.0, 7.0]",1197,0,1,1,1600
17/10/2024,30827,"[3.0, 7.0]",1197,0,1,1,1800
18/10/2024,31040,"[3.0, 7.0]",1197,0,12,1,2000
18/10/2024,31041,"[3.0, 7.0]",1197,0,12,1,2200
17/10/2024,30835,"[2.0, 3.5]",1064,0,50,20,1400
17/10/2024,30837,"[2.0, 3.5]",1064,0,50,20,1800
17/10/2024,30839,"[2.0, 3.5]",1064,0,50,20,2200
17/10/2024,30842,"[2.0, 3.5]",1064,0,50,20,2800
17/10/2024,30844,"[2.0, 3.5]",1064,0,50,20,3400
17/10/2024,30846,"[2.0, 3.5]",1064,0,50,20,4000
18/10/2024,31062,"[2.0, 3.5]",1064,0,1,1,1400
18/10/2024,31063,"[2.0, 3.5]",1064,0,1,1,1500
18/10/2024,31064,"[2.0, 3.5]",1064,0,1,1,1600
18/10/2024,31067,"[2.0, 3.5]",1064,0,1,1,1800
18/10/2024,31068,"[2.0, 3.5]",1064,0,12,1,2000
18/10/2024,31069,"[2.0, 3.5]",1064,0,12,1,2200
17/10/2024,30862,"[2.5, 4.5]",1064,0,50,20,1400
17/10/2024,30864,"[2.5, 4.5]",1064,0,50,20,1800
17/10/2024,30866,"[2.5, 4.5]",1064,0,50,20,2200
17/10/2024,30868,"[2.5, 4.5]",1064,0,50,20,2800
17/10/2024,30870,"[2.5, 4.5]",1064,0,50,20,3400
17/10/2024,30873,"[2.5, 4.5]",1064,0,50,20,4000
18/10/2024,31070,"[2.5, 4.5]",1064,0,1,1,1400
18/10/2024,31071,"[2.5, 4.5]",1064,0,1,1,1500
18/10/2024,31072,"[2.5, 4.5]",1064,0,1,1,1600
18/10/2024,31073,"[2.5, 4.5]",1064,0,1,1,1800
18/10/2024,31074,"[2.5, 4.5]",1064,0,12,1,2000
18/10/2024,31075,"[2.5, 4.5]",1064,0,12,1,2200
17/10/2024,30890,"[3.0, 7.0]",1064,0,50,20,1400
17/10/2024,30892,"[3.0, 7.0]",1064,0,50,20,1800
17/10/2024,30895,"[3.0, 7.0]",1064,0,50,20,2200
17/10/2024,30897,"[3.0, 7.0]",1064,0,50,20,2800
17/10/2024,30899,"[3.0, 7.0]",1064,0,50,20,3400
17/10/2024,30901,"[3.0, 7.0]",1064,0,50,20,4000
18/10/2024,31076,"[3.0, 7.0]",1064,0,1,1,1400
18/10/2024,31077,"[3.0, 7.0]",1064,0,1,1,1500
18/10/2024,31078,"[3.0, 7.0]",1064,0,1,1,1600
18/10/2024,31079,"[3.0, 7.0]",1064,0,1,1,1800
18/10/2024,31080,"[3.0, 7.0]",1064,0,12,1,2000
18/10/2024,31081,"[3.0, 7.0]",1064,0,12,1,2200
17/10/2024,30918,"[2.0, 3.5]",931,0,50,20,1400
17/10/2024,30919,"[2.0, 3.5]",931,0,50,20,1800
17/10/2024,30920,"[2.0, 3.5]",931,0,50,20,2200
17/10/2024,30922,"[2.0, 3.5]",931,0,50,20,2800
17/10/2024,30924,"[2.0, 3.5]",931,0,50,20,3400
17/10/2024,30926,"[2.0, 3.5]",931,0,50,20,4000
18/10/2024,31082,"[2.0, 3.5]",931,0,1,1,1400
18/10/2024,31083,"[2.0, 3.5]",931,0,1,1,1500
18/10/2024,31084,"[2.0, 3.5]",931,0,1,1,1600
18/10/2024,31085,"[2.0, 3.5]",931,0,1,1,1800
18/10/2024,31086,"[2.0, 3.5]",931,0,12,1,2000
18/10/2024,31087,"[2.0, 3.5]",931,0,12,1,2200
17/10/2024,30943,"[2.5, 4.5]",931,0,50,20,1400
17/10/2024,30945,"[2.5, 4.5]",931,0,50,20,1800
17/10/2024,30948,"[2.5, 4.5]",931,0,50,20,2200
17/10/2024,30950,"[2.5, 4.5]",931,0,50,20,2800
17/10/2024,30952,"[2.5, 4.5]",931,0,50,20,3400
17/10/2024,30954,"[2.5, 4.5]",931,0,50,20,4000
18/10/2024,31088,"[2.5, 4.5]",931,0,1,1,1400
18/10/2024,31089,"[2.5, 4.5]",931,0,1,1,1500
18/10/2024,31090,"[2.5, 4.5]",931,0,1,1,1600
18/10/2024,31091,"[2.5, 4.5]",931,0,1,1,1800
18/10/2024,31092,"[2.5, 4.5]",931,0,12,1,2000
18/10/2024,31093,"[2.5, 4.5]",931,0,12,1,2200
17/10/2024,30970,"[3.0, 7.0]",931,0,50,20,1400
17/10/2024,30971,"[3.0, 7.0]",931,0,50,20,1800
17/10/2024,30972,"[3.0, 7.0]",931,0,50,20,2200
17/10/2024,30973,"[3.0, 7.0]",931,0,50,20,2800
17/10/2024,30974,"[3.0, 7.0]",931,0,50,20,3400
17/10/2024,30975,"[3.0, 7.0]",931,0,50,20,4000
18/10/2024,31094,"[3.0, 7.0]",931,0,1,1,1400
18/10/2024,31095,"[3.0, 7.0]",931,0,1,1,1500
18/10/2024,31096,"[3.0, 7.0]",931,0,1,1,1600
18/10/2024,31097,"[3.0, 7.0]",931,0,1,1,1800
18/10/2024,31098,"[3.0, 7.0]",931,0,12,1,2000
18/10/2024,31100,"[3.0, 7.0]",931,0,12,1,2200
